headline,description,date
"Ema­ci­at­ed but alive: Gaza moth­ers, pre­ma­ture ba­bies re­unit­ed in Egypt",Two moth­ers who gave birth to pre­ma­ture ba­bies in al-Shi­fa Hos­pi­tal re­call emo­tion­al roller­coast­er of sep­a­ra­tion.,15-12-2023
"Is­rael’s war on Gaza: List of key events, day 70",Raids con­tin­ue on Jenin and Ka­mal Ad­wan Hos­pi­tal amid mass protests for cease­fire – here are the ma­jor up­dates.,15-12-2023
"Pho­tos: Dis­eases spread in Gaza amid health sys­tem col­lapse, Is­rael strikes","WHO says di­ar­rhoea cas­es surged 66 per­cent among chil­dren. Menin­gi­tis, chick­en­pox, jaun­dice also re­port­ed.",15-12-2023
"US press­es Is­rael on civil­ian deaths, move to ‘low­er in­ten­si­ty’ war in Gaza",US Pres­i­dent Joe Biden says Is­rael should be ‘more care­ful’ in or­der to pro­tect civil­ians in Gaza.,15-12-2023
Is­rael-Hamas war up­dates: Is­raeli at­tack kills Al Jazeera’s Samer Abu­daqa,"These were the Is­rael-Hamas war up­dates for Fri­day, De­cem­ber 15.",15-12-2023
Labour lead­ers push Pres­i­dent Biden for Is­rael-Gaza cease­fire at US Capi­tol,"Union lead­ers spoke along­side pro­gres­sive law­mak­ers, ap­peal­ing to the Biden ad­min­is­tra­tion for an end to the fight­ing.",14-12-2023
"Is­raeli sol­diers re­cite Jew­ish prayers, Han­nukah songs in­side Jenin mosque",Is­raeli sol­diers re­cite Jew­ish prayers and Han­nukah songs in­side Jenin mosque to be dis­ci­plined,14-12-2023
How much en­vi­ron­men­tal dam­age is Is­rael’s war on Gaza caus­ing?,Is­rael’s mil­i­tary on­slaught has dev­as­tat­ed built and nat­ur­al en­vi­ron­ments in Gaza.,14-12-2023
Turk­ish MP who suf­fered heart at­tack dur­ing speech in par­lia­ment dies,Hasan Bit­mez dies at a hos­pi­tal in Ankara two days af­ter heart at­tack dur­ing anti-Is­rael speech.,14-12-2023
Ire­land’s prime min­is­ter urges EU lead­ers to call for Is­rael-Gaza cease­fire,Irish Prime Min­is­ter Leo Varad­kar says there is ‘some truth’ to ac­cu­sa­tions that EU em­ploys a dou­ble-stan­dard on Gaza.,14-12-2023
Dozens killed in Rafah strike as Is­rael pounds Gaza,"At least 26 peo­ple killed in Is­raeli at­tack that lev­els neigh­bour­ing homes in south­ern city, Pales­tin­ian of­fi­cials say.",14-12-2023
"In­ter­view with Ples­tia, the world’s eyes into Gaza",“See us as hu­mans.” Pales­tin­ian jour­nal­ist Ples­tia Alaqad shares the im­por­tance of cov­er­ing Is­rael’s war on Gaza.,14-12-2023
Rain­fall in Gaza wors­ens con­di­tions for dis­placed Pales­tini­ans,Flood­ing and heavy rain­fall in Gaza is mak­ing liv­ing con­di­tions even more chal­leng­ing for Pales­tini­ans.,14-12-2023
Irish PM urges EU lead­ers to call for hu­man­i­tar­i­an cease­fire in Gaza,Irish Prime Min­is­ter Leo Varad­kar in­sists it is time for oth­er EU states to de­mand a cease­fire in Gaza.,14-12-2023
The Take: Can the UN do any­thing to stop Is­rael’s war on Gaza?,"As Is­rael’s war on Gaza con­tin­ues, ques­tions grow about the pow­er of the UN in stop­ping the war.",14-12-2023
Is­raeli of­fi­cial says no state­hood for Pales­tini­ans,Is­rael’s am­bas­sador to the UK has said her coun­try will no longer ac­cept a ‘two-state so­lu­tion’ af­ter their war on Gaza.,14-12-2023
What is Is­rael’s end game with the Pales­tin­ian Au­thor­i­ty?,The Is­raeli army car­ried out a raid me­tres away from the Pales­tin­ian Au­thor­i­ty’s head­quar­ters in Ra­mal­lah last week.,14-12-2023
Are Biden’s warn­ings to Is­rael sparked by fears of 2024 elec­tion?,Po­lit­i­cal sci­en­tist Shi­b­ley Tel­ha­mi says Biden is al­low­ing his ‘per­son­al pref­er­ence’ to dri­ve US pol­i­cy on Is­rael.,14-12-2023
Pales­tine: Banned in Berlin,Nadi­ja bat­tles courts and po­lice bans to as­sure free­dom of speech for Pales­tini­ans and their sup­port­ers in Ger­many.,14-12-2023
Iraq links Bagh­dad US em­bassy at­tack­ers to se­cu­ri­ty ser­vices,"Many al­leged as­sailants ar­rest­ed, search con­tin­ues to ‘reach all those in­volved’ in De­cem­ber 7 in­ci­dent.",14-12-2023
Con­ver­sa­tions in Is­rael: A com­pli­cat­ed mix of emo­tions,"Be­fore Oc­to­ber 7, Is­raelis who spoke to Al Jazeera be­lieved in liv­ing side-by-side with Pales­tini­ans. No more, they say.",14-12-2023
"Biden, Kir­by and dead, un­grate­ful Pales­tini­ans",Biden and his smug sur­ro­gates re­main de­ter­mined to dis­fig­ure re­al­i­ty to ob­scure their com­plic­i­ty in Is­rael’s crimes.,14-12-2023
"Jour­nal­ists’ deaths surge in Gaza but glob­al 2023 toll drops, watch­dog says","Re­porters With­out Bor­ders: Jour­nal­ists pay­ing ‘heavy price’ in Gaza, where 13 have been killed on the job this year.",14-12-2023
US se­cu­ri­ty of­fi­cial dis­cuss­es Gaza war with Sau­di’s MBS be­fore Is­rael trip,White House na­tion­al se­cu­ri­ty ad­vis­er tours Mid­dle East af­ter Biden warns Is­rael about ‘in­dis­crim­i­nate’ bomb­ing of Gaza.,14-12-2023
Young Kenyans be­gin boy­cott of Is­raeli brands as Gaza war goes on,"In Nairo­bi, ad­vo­ca­cy ef­forts are on the rise in sol­i­dar­i­ty with Pales­tine as the war in Gaza con­tin­ues.",14-12-2023
"Is­rael’s war on Gaza: List of key events, day 69","US de­lays sale of weapons to Is­rael, as at­tacks on Gaza and its hos­pi­tals con­tin­ue – here are ma­jor up­dates.",14-12-2023
"‘The day af­ter’ in Gaza, rest of Pales­tine",Is­rael should not be al­lowed to do to Gaza what it has long been do­ing to the West Bank.,14-12-2023
Pho­tos: Ca­su­al­ties mount in oc­cu­pied West Bank as Is­rael forces ex­tend raid,At least eight Pales­tini­ans have been killed in the Jenin refugee camp alone in an op­er­a­tion that start­ed on Tues­day.,14-12-2023
"Is­rael-Hamas war up­dates: Ne­tanyahu thanks US for sup­port, weapons","These were the Is­rael-Hamas war up­dates for Thurs­day, De­cem­ber 14.",14-12-2023
US Home­land Se­cu­ri­ty staff ac­cuse lead­er­ship of turn­ing ‘blind eye’ to Gaza,An open let­ter from Home­land Se­cu­ri­ty em­ploy­ees blasts agency heads for ‘min­imis­ing the on­go­ing atroc­i­ties’ in Gaza.,13-12-2023
Dis­placed Pales­tini­ans “don’t have any­thing to sur­vive on”,Al Jazeera’s Tareq Abu Az­zoum ob­served de­te­ri­o­rat­ing con­di­tions Pales­tini­ans are forced to live in,13-12-2023
How is the Gaza War seen be­yond the US and the West?,Is­rael was iso­lat­ed with a few al­lies in the UN Gen­er­al As­sem­bly vote.,13-12-2023
‘Free­dom is a hu­man right’: Khawa­ja to fight for Pales­tine sol­i­dar­i­ty,Khawa­ja says he will fight the ICC’s rul­ing that stops him from wear­ing shoes with mes­sages of sup­port for Pales­tine.,13-12-2023
Civil­ians shel­ter­ing in­side a Gaza school killed ex­e­cu­tion-style,Wit­ness­es de­scribe scenes of ex­e­cu­tion-style killings from in­side north­ern Gaza school,13-12-2023
Christ­mas can­celled: US Pales­tini­ans feel no hol­i­day joy amid war on Gaza,Chris­t­ian Pales­tini­ans in the US are mut­ing their hol­i­day cel­e­bra­tions as they mourn the on­go­ing suf­fer­ing in Gaza.,13-12-2023
Heavy rains in Gaza wors­en mis­ery of Pales­tini­ans amid Is­raeli bom­bard­ment,Weath­er brings more mis­ery for the dis­placed fam­i­lies as winds tear flim­sy tents and rains drench clothes and blan­kets.,13-12-2023
"Bad­ly burned but free, Is­raa Jaabis on her re­lease from Is­raeli prison",Is­raa Jaabis was ac­cused of at­tempt­ed mur­der when her car caught fire near an Is­raeli check­point in 2015.,13-12-2023
Analy­sis: Is the Houthi threat to world or­der worse than the war on Gaza?,"In eco­nom­ic and se­cu­ri­ty cal­cual­tions, the world is prag­mat­i­cal­ly less con­cerned with war on Gaza than with ship­ping.",13-12-2023
UN: Gaza ‘cat­a­stro­phe’ threat­ens to raise record glob­al dis­place­ment,"Death, suf­fer­ing and dis­place­ment threat­ens to spill out across the Mid­dle East, said Fil­ip­po Gran­di.",13-12-2023
12-year-old Pales­tin­ian de­tained and in­ter­ro­gat­ed by Is­raeli forces,This 12-year-old Pales­tin­ian was tak­en to an Is­raeli in­ter­ro­ga­tion cen­tre with­out a lawyer or par­ent.,13-12-2023
Is­rael-Gaza war on US cam­pus­es: Why are top uni­ver­si­ty lead­ers un­der fire?,A con­gres­sion­al hear­ing on anti-Semi­tism has shone a spot­light on the ten­sions be­tween free speech and cam­pus safe­ty.,13-12-2023
It’s not shock­ing to see Is­raeli chil­dren cel­e­brate the Gaza geno­cide,Is­rael has long been in­doc­tri­nat­ing its chil­dren to be­lieve Pales­tini­ans are less than hu­man.,13-12-2023
US shoots down ‘aer­i­al ve­hi­cle’ launched from Yemen’s Houthi-held area,Mis­siles fired from Houthi-con­trolled Yemen also tar­get­ed the ves­sel.,13-12-2023
Al­lies rais­ing pres­sure on Is­rael to halt Gaza bom­bard­ment,Calls for a cease­fire are grow­ing af­ter the UN passed a res­o­lu­tion and the US warned of de­te­ri­o­rat­ing sup­port.,13-12-2023
"UN’s Philippe Laz­zari­ni: Gaza’s agony – hun­gry, for­sak­en, de­hu­man­ised","UN­R­WA chief de­picts Gaza’s plight –  in­hu­mane con­di­tions, hunger, and peo­ple feel­ing be­trayed by the world.",13-12-2023
"Is­rael’s war on Gaza: List of key events, day 68",Pres­sure is mount­ing on Is­rael amid a UNGA res­o­lu­tion as Biden makes state­ments sig­nalling di­vi­sions with Ne­tanyahu.,13-12-2023
Ap­plause at UN as Gen­er­al As­sem­bly votes to back Gaza cease­fire,The Unit­ed Na­tions Gen­er­al As­sem­bly has vot­ed over­whelm­ing­ly in favour of a cease­fire in Gaza.,13-12-2023
UNGA de­mands cease­fire in Is­rael’s war on Gaza: How your coun­try vot­ed,"The non­bind­ing, sym­bol­ic res­o­lu­tion passed with 153 votes in favour, 10 against, and 23 ab­sten­tions.",13-12-2023
Pho­tos: Harsh weath­er adds to hard­ships for Pales­tini­ans dis­placed by war,"Strong winds, tor­ren­tial rain, and flood­ing have fur­ther com­pli­cat­ed the lives of dis­placed peo­ple.",13-12-2023
UN Gen­er­al As­sem­bly votes over­whelm­ing­ly in favour of Gaza cease­fire,The US and Is­rael were among the few votes against the non-bind­ing res­o­lu­tion call­ing for an end to the fight­ing.,12-12-2023
"Even in time of geno­cide, Big Tech si­lences Pales­tini­ans",So­cial me­dia plat­forms have been cen­sor­ing pro-Pales­tin­ian con­tent while al­low­ing anti-Pales­tin­ian hate speech.,12-12-2023
Biden warns Is­rael risks los­ing sup­port over ‘in­dis­crim­i­nate’ Gaza bomb­ing,US pres­i­dent of­fers his sharpest pub­lic crit­i­cism of Is­rael since the start of its war with Hamas.,12-12-2023
Har­vard pres­i­dent keeps her job af­ter out­cry over Jew­ish geno­cide re­marks,Har­vard’s board says uni­ver­si­ty pres­i­dent Clau­dine Gay has its full sup­port de­spite anti-Semi­tism row.,12-12-2023
Pho­tos: Is­rael is bomb­ing starv­ing Pales­tini­ans in south­ern Gaza,"Hunger is wors­en­ing across the be­sieged en­clave, with the Unit­ed Na­tions say­ing half of Gaza’s pop­u­la­tion is starv­ing.",12-12-2023
What is the sit­u­a­tion in Gaza’s Khan You­nis as Is­rael in­ten­si­fies at­tacks?,"Is­rael has in­ten­si­fied at­tacks on Khan You­nis, which was dubbed a safe zone in the ini­tial days of the war.",12-12-2023
‘Every­one is go­ing hun­gry in Gaza’ UN en­voys learn on vis­it to Rafah bor­der,UN Se­cu­ri­ty Coun­cil en­voys have vis­it­ed Gaza’s Rafah bor­der cross­ing with Egypt.,12-12-2023
West Bank fight­ers say Is­rael war on Gaza in­spires more re­sis­tance,Al Jazeera speaks to Pales­tin­ian re­sis­tance fight­ers in the north­ern city of Tulka­rem amid Is­rael’s war on Gaza.,12-12-2023
Is­raeli forces blow up UN­R­WA school in north­ern Gaza,Video shows the mo­ment Is­raeli forces blew up the UN­R­WA school in north­ern Gaza.,12-12-2023
How Arab eco-nor­mal­i­sa­tion of Is­rael cov­ers up its crimes,The im­age of a ‘green tech­nol­o­gy pi­o­neer’ helps Is­rael to green­wash its oc­cu­pa­tion and apartheid in Pales­tine.,12-12-2023
Al Jazeera jour­nal­ist’s fa­ther killed in Is­raeli strike on his Gaza home,Al Jazeera jour­nal­ist Anas al-Sharif bids farewell to his fa­ther who was killed when an Is­raeli strike hit their home.,12-12-2023
Is­raeli forces raid Gaza’s Ka­mal Ad­wan Hos­pi­tal af­ter days of strikes,"Dozens of pa­tients and 3,000 dis­placed peo­ple are in­side, UN says, as Gaza Health Min­istry calls for in­ter­na­tion­al help.",12-12-2023
New Is­raeli bor­der in­spec­tion point for Gaza aid won’t solve Rafah back­log,"With only Rafah cross­ing open for tran­sit, ex­tra screen­ings are un­like­ly to af­fect ac­tu­al vol­ume of aid en­ter­ing Gaza.",12-12-2023
"Pho­tos: Is­raeli army raids Jenin, kills sev­er­al Pales­tini­ans",Some 270 peo­ple have been killed by Is­raeli fire across the oc­cu­pied West Bank since Oc­to­ber 7.,12-12-2023
"Is­raeli forces launch dead­ly West Bank raids, pound Gaza ahead of UN vote","Four Pales­tini­ans killed in Jenin and 22 in south­ern Gaza, while Ka­mal Ad­wan Hos­pi­tal raid­ed in the north.",12-12-2023
"‘Like we were less­er hu­mans’: Gaza boys, men re­call Is­raeli ar­rest, tor­ture","Round­ed up by Is­raeli forces in Gaza City, Pales­tini­ans de­scribe be­ing stripped, blind­fold­ed, num­bered and tor­tured",12-12-2023
Puma to end spon­sor­ship of Is­rael’s na­tion­al foot­ball team in 2024,"The com­pa­ny says the move, planned since last year, is un­re­lat­ed to boy­cott calls against it amid Is­rael’s war on Gaza.",12-12-2023
"Is­rael’s war on Gaza: List of key events, day 67",An an­tic­i­pat­ed UNGA meet­ing amid a Houthi at­tack on a Nor­we­gian-reg­is­tered tanker – here are ma­jor up­dates.,12-12-2023
Know their names: Pales­tini­ans killed by Is­rael in the oc­cu­pied West Bank,"Even be­fore Oc­to­ber 7, the year 2023 was the dead­liest on record for Pales­tini­ans in the oc­cu­pied West Bank.",12-12-2023
Is­rael-Hamas war up­dates: UN Gen­er­al As­sem­bly urges Gaza cease­fire,"Over­whelm­ing in­ter­na­tion­al sup­port for cease­fire, but US has al­ready ve­toed Se­cu­ri­ty Coun­cil res­o­lu­tion.",12-12-2023
EU mulls sanc­tions on vi­o­lent Is­raeli set­tlers in oc­cu­pied West Bank,EU diplo­mat Josep Bor­rell says bloc is ‘alarmed’ by dead­ly vi­o­lence in the oc­cu­pied ter­ri­to­ry by ‘ex­trem­ist set­tlers’.,11-12-2023
UN en­voys say ‘enough’ to war on trip to Gaza bor­der,"EU’s top diplo­mat, Josep Bor­rell, says sit­u­a­tion in Gaza ‘cat­a­stroph­ic, apoc­a­lyp­tic’.",11-12-2023
Is the Is­raeli video show­ing the sur­ren­der of Hamas fight­ers in Gaza real?,Video cir­cu­lat­ing in Is­raeli me­dia ap­pears to show the sur­ren­der of some Hamas fight­ers.,11-12-2023
Is­rael’s war on Gaza means Arab nor­mal­i­sa­tion is ‘off the ta­ble’: Ex­perts,Ex­perts say as­sault will im­pact Is­rael’s planned nor­mal­i­sa­tion with Arab na­tions and down­grade US hege­mo­ny in re­gion.,11-12-2023
Fa­ther of Al Jazeera jour­nal­ist killed in Is­raeli air strike on Gaza,The 65-year-old fa­ther of Al Jazeera jour­nal­ist Anas al-Sharif is killed in an Is­raeli air strike on the fam­i­ly home.,11-12-2023
